"Numeración","Puesto Institucional ","Régimen laboral al que pertenece ","Número de partida presupuestaria","Grado jerárquico o escala al que pertenece el puesto","Remuneración mensual unificada","Remuneración unificada (anual)","Décimo Tercera Remuneración","Décima Cuarta Remuneración","Horas suplementarias y extraordinarias","Encargos y subrogaciones","Total ingresos adicionales","","","","","","","","","","","",""
"137","INSPECTOR","LOSEP","4.01.03.001.001.7.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"138","COORDINADOR DE PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES","LOSEP","3.03.01.001.001.7.1.01.05","Servidor Público 5","1212","3232","101","35.42","0","0","136.42","","","","","","","","","","","",""
"139","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"140","JORNALERO","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","55.82","35.42","108.81","0","200.05","","","","","","","","","","","",""
"141","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"142","AUXILIAR ADMINISTRATIVO DE SALUD","CODIGO DE TRABAJO","2.03.01.015.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"143","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"144","ABOGADA","LOSEP","1.01.01.001.001.5.1.01.05","Servidor Público 5","1212","14544","101","35.42","0","0","136.42","","","","","","","","","","","",""
"145","JORNALERO","CODIGO DE TRABAJO","1.01.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"146","AUXILIAR DE ENFERMERIA","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"147","SECRETARIA","LOSEP","3.01.01.001.001.5.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"148","CHOFER DE VEHICULOS LIVIANOS","CODIGO DE TRABAJO","1.01.02.001.001.7.1.01.06","","596","7152","69.2","35.42","234.36","0","338.98","","","","","","","","","","","",""
"149","ENFERMERA","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"150","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","61.57","35.42","177.84","0","274.83","","","","","","","","","","","",""
"151","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"152","COORDINADOR DE TELEMATICA","LOSEP","1.08.01.001.001.5.1.01.05","Servidor Público 5","1212","9009.2","101","35.42","0","0","136.42","","","","","","","","","","","",""
"153","ADMINISTRADOR/A PARROQUIAL ZONAL 3","LOSEP","1.01.01.001.001.5.1.01.05","Servidor Público 1","817","6045.8","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"154","TECNICA DE APOYO","LOSEP","1.02.01.001.001.5.1.01.05","Servidor Público 2","901","10812","75.08","35.42","0","0","110.5","","","","","","","","","","","",""
"155","DIGITADORA","LOSEP-SOC","4.01.06.001.001.7.1.05.10","Servidor Público de Apoyo 4","733","8063","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"156","JEFE DEL ARCHIVO HISTORICO","LOSEP","2.01.02.006.001.7.1.01.05","Servidor Público 6","1412","16944","117.67","35.42","0","0","153.09","","","","","","","","","","","",""
"157","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"158","CHOFER DE VEHICULOS PESADOS","CODIGO DE TRABAJO","3.02.01.007.001.7.1.01.06","","637","7644","53.08","35.42","0","0","88.5","","","","","","","","","","","",""
"159","CONSERJE","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"160","ALBAÑIL","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","578","6936","48.17","35.42","0","0","83.59","","","","","","","","","","","",""
"161","ASISTENTE ADMINISTRATIVO","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"162","JORNALERO","CODIGO DE TRABAJO","1.01.02.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"163","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"164","JORNALERO","CODIGO DE TRABAJO","3.07.01.001.001.5.1.01.06","","561","6732","65.47","35.42","224.64","0","325.53","","","","","","","","","","","",""
"165","JORNALERO","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"166","OFICINISTA","LOSEP","3.01.01.001.001.7.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"167","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"168","SECRETARIA","LOSEP","3.03.01.001.001.6.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"169","CHOFER DE VEHICULOS LIVIANOS","CODIGO DE TRABAJO","3.06.02.004.006.7.1.01.06","","596","7152","49.67","35.42","0","0","85.09","","","","","","","","","","","",""
"170","JORNALERO","CODIGO DE TRABAJO","3.07.01.001.001.7.1.01.06","","561","1346.4","48.31","35.42","18.72","0","102.45","","","","","","","","","","","",""
"171","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"172","DOCENTE DE UNIDAD EDUCATIVA MUNICIPAL","LOSEP","2.01.01.001.001.7.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"173","AYUDANTE DE AVALUOS Y CATASTROS","LOSEP","3.04.03.001.001.5.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"174","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"175","ALBAÑIL","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","578","6936","48.17","35.42","0","0","83.59","","","","","","","","","","","",""
"176","DIRECTOR DE TECNOLOGIA (E)","LOSEP","1.01.01.001.001.5.1.01.05","Nivel Jerárquico Superior 1","2226","18348.54","185.5","35.42","0","0","220.92","","","","","","","","","","","",""
"177","JORNALERO","CODIGO DE TRABAJO","1.01.02.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"178","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"179","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"180","PROFESORA PARVULARIA","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"181","INSPECTOR","LOSEP","3.01.01.001.001.7.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"182","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","3702.6","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"183","JORNALERO","CODIGO DE TRABAJO","3.07.02.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"184","CHOFER","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","596","7152","57.52","35.42","94.24","0","187.18","","","","","","","","","","","",""
"185","CHOFER DE VEHICULOS PESADOS","CODIGO DE TRABAJO","3.07.03.001.001.7.1.01.06","","637","7644","53.08","35.42","0","0","88.5","","","","","","","","","","","",""
"186","PROMOTOR SOCIAL","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"187","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"188","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"189","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP-SOC","1.03.01.001.001.5.1.05.10","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"190","DOCENTE DE UNIDAD EDUCATIVA MUNICIPAL","LOSEP","2.01.01.001.001.7.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"191","PERIODISTA","LOSEP","1.08.02.002.001.6.1.01.05","Servidor Público 2","901","10812","75.08","35.42","0","0","110.5","","","","","","","","","","","",""
"192","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"193","COCINERA","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público de Servicios 2","553","6636","46.08","35.42","0","0","81.5","","","","","","","","","","","",""
"194","CONSERJE","CODIGO DE TRABAJO","1.01.01.001.001.5.1.01.06","","561","6732","65.47","35.42","224.64","0","325.53","","","","","","","","","","","",""
"195","TECNICO EN DISEÑO INSTITUCIONAL","LOSEP","1.08.04.001.001.5.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"196","ASISTENTE DOCUMENTAL","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"197","ASESOR DE ALCALDIA","LOSEP","1.01.01.001.001.5.1.01.05","Nivel Jerárquico Superior 1","2226","16769.2","185.5","35.42","0","0","220.92","","","","","","","","","","","",""
"198","COORDINADOR DE TESORERIA","LOSEP","1.02.01.001.001.5.1.01.05","Servidor Público 2","901","10812","75.08","35.42","0","0","110.5","","","","","","","","","","","",""
"199","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"200","CAMAROGRAFO","LOSEP","1.08.02.002.001.6.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"201","JORNALERO","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","65.47","35.42","224.64","0","325.53","","","","","","","","","","","",""
"202","DOCENTE DE UNIDAD EDUCATIVA MUNICIPAL","LOSEP","2.01.01.001.001.7.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"203","OFICINISTA","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"204","DOCENTE DE UNIDAD EDUCATIVA MUNICIPAL","LOSEP","2.01.01.001.001.7.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"205","INSPECTOR DE PLAZAS Y MERCADOS","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","773","9276","64.42","35.42","0","0","99.84","","","","","","","","","","","",""
"206","JORNALERO","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"207","JORNALERO","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"208","AYUDANTE DE SERVICIOS ADMINISTRATIVOS ","CODIGO DE TRABAJO","3.06.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"209","CONTADORA","LOSEP","1.01.01.001.001.5.1.01.05","Servidor Público 2","901","10812","75.08","35.42","0","0","110.5","","","","","","","","","","","",""
"210","INSPECTOR","LOSEP","3.03.01.001.001.6.1.01.05","Servidor Público de Apoyo 3","675","1755","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"211","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP-SOC","1.03.01.001.001.5.1.05.10","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"212","OPERADOR INFORMATICO","LOSEP","1.02.01.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"213","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"214","JORNALERO","CODIGO DE TRABAJO","3.07.02.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"215","JORNALERO","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","52.8","35.42","72.54","0","160.76","","","","","","","","","","","",""
"216","JORNALERO","CODIGO DE TRABAJO","3.03.02.001.001.7.1.01.06","","561","6732","50.57","35.42","45.82","0","131.81","","","","","","","","","","","",""
"217","JORNALERO","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","59.04","35.42","147.42","0","241.88","","","","","","","","","","","",""
"218","JORNALERO","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"219","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"220","SECRETARIA","LOSEP-SOC","4.01.06.001.001.7.1.05.10","Servidor Público de Apoyo 4","733","7769.8","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"221","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"222","COORDINADOR DE AMBIENTE","LOSEP","3.07.01.001.001.5.1.01.05","Servidor Público 2","901","10812","75.08","35.42","0","0","110.5","","","","","","","","","","","",""
"223","INSPECTOR","LOSEP","4.01.03.001.001.7.1.01.05","","611","7332","50.92","35.42","0","0","86.34","","","","","","","","","","","",""
"224","JORNALERO","CODIGO DE TRABAJO","1.01.02.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"225","ABOGADO","LOSEP-SOC","4.01.06.001.001.7.1.05.10","Servidor Público 2","901","10661.83","75.08","35.42","0","0","110.5","","","","","","","","","","","",""
"226","JORNALERO","CODIGO DE TRABAJO","3.02.01.007.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"227","JORNALERO","CODIGO DE TRABAJO","3.02.01.001.001.7.1.01.06","","561","6732","62.35","35.42","187.2","0","284.97","","","","","","","","","","","",""
"228","SECRETARIA","LOSEP","2.01.02.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"229","JORNALERO","CODIGO DE TRABAJO","3.07.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"230","JEFE DE RECAUDACIONES","LOSEP","1.02.01.001.001.5.1.01.05","Servidor Público 7","1676","11270.8","139.67","35.42","0","0","175.09","","","","","","","","","","","",""
"231","AUXILIAR DE ARCHIVO","CODIGO DE TRABAJO","3.03.01.001.001.6.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"232","SUBPROCURADOR","LOSEP","1.01.01.001.001.5.1.01.05","Servidor Público 7","1676","12625.87","139.67","35.42","0","0","175.09","","","","","","","","","","","",""
"233","JORNALERO","CODIGO DE TRABAJO","3.07.02.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"234","INSPECTOR","LOSEP","3.03.02.001.001.7.1.01.05","Servidor Público de Apoyo 2","622","7464","51.83","35.42","0","0","87.25","","","","","","","","","","","",""
"235","ENFERMERA","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"236","ESPECIALISTA EN SEÑALETICA","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público 2","901","10812","75.08","35.42","0","0","110.5","","","","","","","","","","","",""
"237","JORNALERO","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","52.99","35.42","74.88","0","163.29","","","","","","","","","","","",""
"238","PEON","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","62.25","35.42","186.03","0","283.7","","","","","","","","","","","",""
"239","ALBAÑIL","CODIGO DE TRABAJO","3.06.01.001.001.5.1.01.06","","578","6936","48.17","35.42","0","0","83.59","","","","","","","","","","","",""
"240","ALBAÑIL","CODIGO DE TRABAJO","3.06.01.001.001.5.1.01.06","","578","6936","48.17","35.42","0","0","83.59","","","","","","","","","","","",""
"241","AUXILIAR DE SERVICIOS","CODIGO DE TRABAJO","2.03.01.014.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"242","OFICINISTA","LOSEP","4.05.01.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","10534.4","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"243","JORNALERO","CODIGO DE TRABAJO","3.02.01.007.001.7.1.01.06","","561","6732","52.99","35.42","74.88","0","163.29","","","","","","","","","","","",""
"244","AYUDANTE DE SERVICIOS ADMINISTRATIVOS","CODIGO DE TRABAJO","3.06.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"245","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"246","ANALISTA DE DISEÑO ARQUITECTONICO 1","LOSEP","3.01.01.001.001.5.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"247","BARREDOR","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","1252.9","55.92","35.42","109.98","0","201.32","","","","","","","","","","","",""
"248","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"249","PERIODISTA","LOSEP","1.08.02.002.001.6.1.01.05","Servidor Público 2","901","10812","75.08","35.42","0","0","110.5","","","","","","","","","","","",""
"250","JEFE DE NOTICIAS","LOSEP","1.08.01.001.001.5.1.01.05","Servidor Público 6","1412","10307.6","117.67","35.42","0","0","153.09","","","","","","","","","","","",""
"251","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"252","BARREDOR","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"253","SECRETARIA 1","LOSEP","4.01.05.001.001.5.1.01.05","Servidor Público 1","817","9804","68.08","35.42","0","0","103.5","","","","","","","","","","","",""
"254","JEFE FINANCIERA","LOSEP","1.02.01.001.001.5.1.01.05","Servidor Público 4","1086","13032","90.5","35.42","0","0","125.92","","","","","","","","","","","",""
"255","ASISTENTE DE DIGITACIÓN","LOSEP","1.07.01.001.001.5.1.01.05","Servidor Público de Apoyo 2","622","6800.53","51.83","35.42","0","0","87.25","","","","","","","","","","","",""
"256","JORNALERO","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","561","6732","46.75","35.42","0","0","82.17","","","","","","","","","","","",""
"257","AYUDANTE DE CAMBIOS INFORMATICOS","LOSEP","1.01.01.001.001.5.1.01.05","Servidor Público 2","901","10812","75.08","35.42","0","0","110.5","","","","","","","","","","","",""
"258","CHOFER DE VEHICULOS LIVIANOS","CODIGO DE TRABAJO","3.03.01.001.001.7.1.01.06","","596","7152","56.28","35.42","79.36","0","171.06","","","","","","","","","","","",""
"259","AUXILIAR ADMINISTRATIVO","LOSEP","4.05.01.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"260","TECNICO DE FAUNA URBANA","LOSEP","3.03.02.001.001.7.1.01.05","Servidor Público 3","986","11832","82.17","35.42","0","0","117.59","","","","","","","","","","","",""
"261","OFICINISTA","LOSEP","3.02.01.001.001.5.1.01.05","Servidor Público de Apoyo 3","675","8100","56.25","35.42","0","0","91.67","","","","","","","","","","","",""
"262","AGENTE CIVIL DE TRANSITO 1°","LOSEP","4.01.01.001.002.7.1.01.05","Servidor Público de Apoyo 4","733","8796","61.08","35.42","0","0","96.5","","","","","","","","","","","",""
"263","PEON","CODIGO DE TRABAJO","3.02.01.001.001.5.1.01.06","","561","6732","58.45","35.42","140.4","0","234.27","","","","","","","","","","","",""
"264","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","1.03.01.001.001.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
"265","COORDINADOR DE SEGURIDAD E HIGIENE DEL TRABAJO","LOSEP","1.07.03.001.001.5.1.01.05","Servidor Público 5","1212","8484","101","35.42","0","0","136.42","","","","","","","","","","","",""
"266","TERAPISTA VIVENCIAL","LOSEP","2.03.01.001.001.7.1.01.05","Servidor Público de Servicios 1","527","6324","43.92","35.42","0","0","79.34","","","","","","","","","","","",""
"267","AGENTE DE CONTROL MUNICIPAL 1°","LOSEP","4.01.01.001.004.5.1.01.05","Servidor Público de Apoyo 1","585","7020","48.75","35.42","0","0","84.17","","","","","","","","","","","",""
